,0,1,2,3,4,5,6,7
32,32.639335323383094,0.0,14.976859344894029,49.691070525428486,62.52706958608279,6.703706732079587,0.8065142996822295,1.4664222222222223
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,32.84228656716419,0.0,12.23578034682081,16.249047485248667,30.89467006598681,3.9568220223494146,2.6395013444145694,0.9998333333333335
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,29.284670646766173,0.0,218.08090558766858,42.19021354313009,12.21751949610078,0.0,0.0,0.0
38,38.190648756218906,0.0,28.35200385356455,19.687642596234898,68.14101079784042,4.218430089942765,4.487152285504768,0.933177777777778
39,24.258642786069654,0.0,5.795895953757225,51.03953919640349,102.85028194361126,12.916898337421644,11.745780982644831,4.1993
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,29.53537512437811,0.0,9.92402697495183,64.1365411632481,69.31058188362329,0.0,0.0,0.0
42,20.98754626865672,0.0,11.575279383429674,21.828336611407696,6.351670665866826,5.395666394112838,5.806902957712052,2.4662555555555556
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,72.07156815920398,0.0,46.9120809248555,84.83553526271423,0.0,94.37511038430092,82.0151723295038,58.25695555555556
45,26.65824278606965,0.0,14.943834296724471,39.96524023602135,75.96814037192561,0.0,0.0,30.061655555555557
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,50.04538905472637,0.0,23.579884393063583,118.21013486934531,45.70323935212957,55.26470427909513,64.79975800537767,33.127811111111114
48,15.901826865671643,0.0,2.0145279383429675,23.143093565608318,110.76737852429514,6.213191605342057,6.598753361036423,1.4664222222222223
49,52.34948258706468,0.0,29.920693641618502,30.155130654678278,46.81883023395321,23.9371381847915,64.09589098020045,40.25995555555556
50,21.560585074626864,0.0,6.984797687861273,24.373571227872997,82.12188362327535,7.815541019351323,9.38489366902958,23.529411111111113
51,50.809440796019906,0.0,20.7397302504817,103.73095251475132,69.81439712057588,55.23200327064597,68.21644585675875,40.32661111111111
52,53.56719004975124,0.0,25.67697495183045,117.50218881708344,60.78170965806839,34.23795584627965,41.83609630897092,21.463088888888894
53,36.614792039801,0.0,9.32957610789981,147.37076987917956,53.566355728854234,36.7886345053148,36.175832314837464,20.796533333333336
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,34.26294527363184,0.0,9.742389210019269,58.203279010958134,12.595380923815238,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,32.91391641791045,0.0,11.839479768786129,10.585479067153695,17.741493701259746,4.4473371490869456,4.311185529210463,1.866355555555556
59,22.276883582089557,0.0,4.128131021194605,49.370809216071926,125.77387522495502,58.10969201417281,8.431740405768762,2.599566666666667
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,33.95254925373135,0.0,14.349383429672447,8.14137960101152,20.74639172165567,0.0,4.751102419946225,1.066488888888889
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,32.72290348258707,0.0,5.449132947976879,99.71925821860071,64.57831733653269,24.78736440446989,42.8039134685896,27.19546666666667
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,21.57252338308458,0.0,11.789942196531792,9.860677156504636,106.84481703659269,0.0,3.240721095086777,1.5997333333333335
66,34.15550049751244,0.0,7.909499036608864,57.9841528519247,44.55166166766647,20.405429272281282,17.655331214861892,14.930844444444448
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,38.11901890547264,0.0,28.203391136801542,7.972821017139646,97.18236052789442,2.9757917688743536,1.8329870447323398,1.066488888888889
69,38.011574129353235,0.0,27.988728323699423,11.596830570384938,60.421841631673665,0.0,0.0,0.0
70,156.11725970149254,0.0,185.20447013487478,54.41071087384097,60.22391421715657,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,10.219192039800996,0.0,1.1889017341040462,19.013408260747397,18.3172825434913,1.9947615153992917,5.645600097775606,0.5332444444444445
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,44.86416318407961,0.0,27.625452793834302,84.43099466142175,51.08326634673066,4.512739165985283,34.518812026399424,40.59323333333334
76,52.540495522388056,0.0,17.140000000000004,50.668710311885356,49.19395920815837,10.595126737530665,16.21826937179174,11.731377777777778
77,11.627912437810947,0.0,2.5099036608863203,18.92912896881146,8.294958008398321,4.218430089942765,4.824421901735518,0.9998333333333335
78,29.392115422885574,0.0,6.06009633911368,108.53487215509973,82.21185062987402,18.345265739983653,22.025172329503796,14.997500000000002
79,27.02833034825871,0.0,14.646608863198459,13.636389435234616,11.353836232753448,4.31653311529027,6.730728428257151,1.066488888888889
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,32.531890547263686,0.0,14.31635838150289,1.7698651306546782,8.330944811037792,9.319787408013084,7.507914935223663,4.932511111111111
83,52.93445970149254,0.0,29.739055876685942,22.90711154818769,74.92452309538092,3.9568220223494146,4.80975800537766,138.51024444444445
84,10.207253731343284,0.0,1.0733140655105973,32.00927507726889,14.340740851829633,4.022224039247752,6.950686873625033,0.7998666666666667
85,30.848589054726368,0.0,9.445163776493256,61.557594830008426,112.31481103779245,0.09810302534750615,0.014663896357858718,9.398433333333333
86,40.25597611940299,0.0,11.443179190751446,83.47021073335206,107.52856628674265,0.06540201689833743,0.0,20.929844444444445
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,10.15950049751244,0.0,0.9907514450867052,31.90813992694577,11.155908818236353,4.970553284273645,5.484297237839161,1.9330111111111112
91,21.453140298507464,0.0,5.531695568400771,128.18880303456027,109.23793941211758,0.0,0.014663896357858718,15.130811111111113
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,32.84228656716419,0.0,12.499980732177265,13.838659735880867,54.35806538692262,11.837765058599077,8.490395991200197,6.665555555555556
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,22.957367164179107,0.0,15.57131021194605,11.428271986513066,11.551763647270546,6.540201689833744,7.0240063554143255,2.0663222222222224
96,23.017058706467665,0.0,6.803159922928709,39.897816802472605,28.80743551289742,12.164775143090765,11.921747738939139,27.062155555555552
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,22.551464676616916,0.0,15.208034682080928,10.079803315538074,13.836925614877025,0.0,4.751102419946225,1.2664555555555557
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
